X,Y,OBJECTID,CODIGO_ESTACAO,ANO,UF,AMBIENTE,ENTIDADE_RESPONSAVEL,CORPO_DAGUA
-51.763417,-29.953889,1063,JA061,2004,RS,1,FEPAM,Informação não disponível
-52.384583,-29.991556,1064,JA144PD001,2004,RS,1,FEPAM,Informação não disponível
-52.815667,-29.542861,1065,JA144PD117,2004,RS,1,FEPAM,Informação não disponível
-53.418417,-29.923861,1066,JA271VC049,2004,RS,1,FEPAM,Informação não disponível
-53.71125,-29.936889,1067,JA271VC091,2004,RS,1,FEPAM,Rio Vacacaí
-53.368444,-29.800417,1068,JA277VM034,2004,RS,1,FEPAM,Rio Vacacaí-Mirim
-53.284889,-29.707083,1069,JA333,2004,RS,1,FEPAM,Informação não disponível
-52.849611,-28.720167,1070,JA557,2004,RS,1,FEPAM,Informação não disponível
-52.306972,-28.311917,1071,JA703,2004,RS,1,FEPAM,Informação não disponível
-40.562837,-20.642791,1072,JAB1C005,2004,ES,1,IEMA,Rio Jabuti
-40.562833333,-20.641666667,1073,JAB1E005,2004,ES,1,AGERH,Rio Jabuti
-40.543144,-20.637006,1074,JAB1E010,2004,ES,1,IEMA,Rio Conceição
-35.79,-6.35000000000002,1075,JAC01,2004,RN,2,IGARN,Açude Japi II
-40.188665,-20.154661,1076,JAC2C001,2004,ES,1,IEMA,Rio Jacaraípe
-40.199729,-20.148894,1077,JAC2C005,2004,ES,1,IEMA,Rio Jacaraípe
-45.9136,-23.1725,1078,JAGI02900,2004,SP,1,CETESB,Rio Jaguari
-46.2339,-23.2939,1079,JAGJ00200,2004,SP,2,CETESB,Reservatório do Jaguari
-46.023839,-22.898358,1080,JAGR00002,2004,SP,1,CETESB,Rio Jaguari
-46.094722,-22.915,1081,JAGR00005,2004,SP,1,CETESB,Rio Jaguari
-46.543611,-22.908333,1082,JAGR02010,2004,SP,1,CETESB,Rio Jaguari
-46.6097,-22.8767,1083,JAGR02100,2004,SP,1,CETESB,Rio Jaguari
-46.897778,-22.746667,1084,JAGR02200,2004,SP,1,CETESB,Rio Jaguari
-46.971389,-22.712222,1085,JAGR02300,2004,SP,1,CETESB,Rio Jaguari
-47.014167,-22.704167,1086,JAGR02400,2004,SP,1,CETESB,Rio Jaguari
-47.1519,-22.6989,1087,JAGR02500,2004,SP,1,CETESB,Rio Jaguari
-47.2778,-22.6622,1088,JAGR02800,2004,SP,1,CETESB,Rio Jaguari
-47.101667,-21.968611,1089,JAMI02900,2004,SP,1,CETESB,Rio Jaguari-Mirim
-48.0081,-24.6936,1090,JAPI02100,2004,SP,1,CETESB,Rio Jacupiranga
-58.015936,-16.148742,1091,JAU389,2004,MT,1,SEMA,Rio Jauru
-34.870874,-7.14072700000003,1092,JB01,2004,PB,1,SUDEMA,Rio Jaguaribe
-34.858016,-7.13508300000001,1093,JB02,2004,PB,1,SUDEMA,Rio Jaguaribe
-34.829703,-7.124076,1094,JB03,2004,PB,1,SUDEMA,Rio Jaguaribe
-34.847273,-7.099287,1095,JB04,2004,PB,1,SUDEMA,Rio Jaguaribe
-48.2783,-21.8658,1096,JCGU03400,2004,SP,1,CETESB,Rio Jacaré-Guaçu
-48.8325,-21.8258,1097,JCGU03900,2004,SP,1,CETESB,Rio Jacaré-Guaçu
-43.513806,-18.406111,1098,JE001,2004,MG,1,IGAM,Rio Jequitinhonha
-43.516667,-18.12,1099,JE003,2004,MG,1,IGAM,Rio Jequitinhonha
-43.081444,-17.243528,1100,JE005,2004,MG,1,IGAM,Rio Jequitinhonha
-42.398333,-16.657222,1101,JE007,2004,MG,1,IGAM,Rio Jequitinhonha
-42.414861,-16.41,1102,JE009,2004,MG,1,IGAM,Rio Salinas
-42.184722,-16.620833,1103,JE011,2004,MG,1,IGAM,Rio Jequitinhonha
-42.820333,-17.286,1104,JE013,2004,MG,1,IGAM,Rio Araçuaí
-42.462833,-16.945194,1105,JE015,2004,MG,1,IGAM,Rio Araçuaí
-42.077222,-16.850556,1106,JE017,2004,MG,1,IGAM,Rio Araçuaí
-41.756944,-16.596667,1107,JE019,2004,MG,1,IGAM,Rio Jequitinhonha
-41.017778,-16.427889,1108,JE021,2004,MG,1,IGAM,Rio Jequitinhonha
-40.694722,-16.188056,1109,JE023,2004,MG,1,IGAM,Rio Jequitinhonha
-39.964333,-16.005667,1110,JE025,2004,MG,1,IGAM,Rio Jequitinhonha
-37.76072,-7.32628,1111,JEN32,2004,PB,2,SUDEMA,Açude Jenipapeiro (Olho DÁgua)
-56.632056,-15.42325,1112,JGA01,2004,MT,1,SEMA,Rio Jangada
-56.483139,-15.241278,1113,JGA02,2004,MT,1,SEMA,Informação não disponível
-56.384333,-15.207083,1114,JGA03,2004,MT,1,SEMA,Rio Jangada
-46.1592,-23.6489,1115,JNDI00500,2004,SP,2,CETESB,Reservatório do Rio Jundiaí
-48.4417,-22.0789,1116,JPEP03500,2004,SP,1,CETESB,Rio Jacaré-Pepira
-46.6625,-23.3403,1117,JQJU00900,2004,SP,2,CETESB,Reservatório do Juqueri ou Paiva Castro
-41.466389,-19.179167,1118,RD058,2004,MG,1,IGAM,Rio Doce
-41.238611,-19.341111,1119,RD059,2004,MG,1,IGAM,Rio Doce
-41.923306,-20.120278,1120,RD064,2004,MG,1,IGAM,Rio Manhuaçu
-41.169444,-19.4975,1121,RD065,2004,MG,1,IGAM,Rio Manhuaçu
-41.013861,-19.505861,1122,RD067,2004,MG,1,IGAM,Rio Doce
-41.013912,-19.50517,1123,RDC1C005,2004,ES,1,IEMA,Rio Doce
-40.580031,-19.516835,1124,RDC1D020,2004,ES,1,IEMA,Rio Doce
-40.065563,-19.41195,1125,RDC1D025,2004,ES,1,IEMA,Rio Doce
-40.814342,-19.526723,1126,RDC1E010,2004,ES,1,IEMA,Rio Doce
-40.66778,-19.532227,1127,RDC1E015,2004,ES,1,IEMA,Rio Doce
-39.947507,-19.43167,1128,RDC1E030,2004,ES,1,IEMA,Rio Doce
-41.007406,-19.512108,1129,RDC2C007,2004,ES,1,IEMA,Rio Guandu
-40.712562,-19.537418,1130,RDC2C012,2004,ES,1,IEMA,Rio Santa Joana
-46.388611,-23.974722,1131,REIS02900,2004,SP,1,CETESB,Rio Canal Barreiros
-46.4456,-23.7397,1132,RGDE02200,2004,SP,2,CETESB,Reservatório do Rio Grande
-46.033333,-23.768611,1133,RGDE02900,2004,SP,2,CETESB,Reservatório do Rio Grande
-45.429989,-23.657054,1134,RGOA02900,2004,SP,1,CETESB,Rio Lagoa
-39.49102,-5.16595599999999,1135,RIA10,2004,CE,2,COGERH,Açude Riachão
-48.8269,-24.6542,1136,RIBE02500,2004,SP,1,CETESB,Rio Ribeira
-47.8347,-24.4892,1137,RIIG02500,2004,SP,1,CETESB,Rio Ribeira de Iguape
-47.5697,-24.6953,1138,RIIG02900,2004,SP,2,CETESB,Rio Ribeira de Iguape
-45.441389,-23.687778,1139,RIJU02900,2004,SP,1,CETESB,Rio Juqueriquerê
-48.09355,-15.476697,1140,RiodoSal,2004,DF,1,CAESB,Rio do Sal
-47.828073,-15.4962,1141,RioMaranhão,2004,DF,1,CAESB,Rio Maranhão
-47.662561,-15.96207,1142,RioSBartolomeu(BR251),2004,DF,1,CAESB,Rio São Bartolomeu
-47.676439,-15.733875,1143,RioSBartolomeu(DF250),2004,DF,1,CAESB,Rio São Bartolomeu
-47.702046,-15.815461,1144,RioSBartolomeu(jusante),2004,DF,1,CAESB,Rio São Bartolomeu
-47.694213,-15.803735,1145,RioSBartolomeu(montante),2004,DF,1,CAESB,Rio São Bartolomeu
-37.3123,-7.23840000000001,1146,RM52,2004,PB,2,SUDEMA,Açude Riacho das Moças (Matureia)
-40.630392,-19.932046,1147,RMA2C001,2004,ES,1,IEMA,Rio Timbuí
-40.587277,-19.932644,1148,RMA2C005,2004,ES,1,IEMA,Rio Timbuí
-40.42205,-19.935173,1149,RMA2D010,2004,ES,1,IEMA,Rio Fundão
-49.546361,-16.13625,1150,RMP01,2004,GO,1,SEMARH,Informação não disponível
-49.329125,-16.569611,1151,RMP02,2004,GO,1,SEMARH,Informação não disponível
-49.256667,-16.642033,1152,RMP03,2004,GO,1,SEMARH,Rio Meia Ponte
-49.081231,-17.015747,1153,RMP05,2004,GO,1,SEMARH,Rio Meia Ponte
-49.229667,-17.445917,1154,RMP06,2004,GO,1,SEMARH,Rio Meia Ponte
-49.615528,-18.477333,1155,RMP07,2004,GO,1,SEMARH,Rio Meia Ponte
-40.899904,-20.889952,1156,RNS1C005,2004,ES,1,IEMA,Rio Novo
-40.939056,-20.853059,1157,RNS1C010,2004,ES,1,IEMA,Rio Novo
-53.468694,-16.674833,1158,RON54,2004,MT,1,SEMA,Ribeirão da Onça
-49.3761,-20.8094,1159,RPRE02200,2004,SP,2,CETESB,Reservatório do Rio Preto
-45.760951,-23.763221,1160,RUNA02950,2004,SP,1,CETESB,Rio Una
-36.98847,-8.09652,1161,SA07,2004,PB,2,SUDEMA,Açude Santo Antônio (São Sebastião do Umbuzeiro)
-38.04736,-7.48174999999998,1162,SA30,2004,PB,2,SUDEMA,Açude Saco (Nova Olinda)
-45.4169,-23.7569,1163,SAFO00300,2004,SP,1,CETESB,Rio São Francisco
-45.5425,-22.7083,1164,SAGU02100,2004,SP,1,CETESB,Rio Sapucaí Guaçu
-45.691667,-23.777222,1165,SAHI02950,2004,SP,1,CETESB,Rio Saí
-45.7953,-23.3347,1166,SANT00100,2004,SP,2,CETESB,Reservatório Santa Branca
-47.233889,-20.989444,1167,SAPU02050,2004,SP,1,CETESB,Rio Sapucaí
-47.522222,-20.729722,1168,SAPU02200,2004,SP,1,CETESB,Rio Sapucaí
-47.521667,-20.729444,1169,SAPU02250,2004,SP,1,CETESB,Rio Sapucaí
-47.084722,-20.7075,1170,SAPU02270,2004,SP,1,CETESB,Rio Sapucaí
-47.6422,-20.6594,1171,SAPU02300,2004,SP,1,CETESB,Rio Sapucaí
-47.8275,-20.523333,1172,SAPU02400,2004,SP,1,CETESB,Rio Sapucaí
-48.2289,-20.2267,1173,SAPU02800,2004,SP,1,CETESB,Rio Sapucaí
-45.416111,-23.630833,1174,SATO02900,2004,SP,1,CETESB,Rio Santo Antonio
-40.252398,-3.920027,1175,SAV01,2004,CE,2,COGERH,Informação não disponível
-40.267326,-3.38666599999999,1176,SAV02,2004,CE,2,COGERH,São Vicente
-40.274395,-3.38280400000002,1177,SAV03,2004,CE,2,COGERH,São Vicente
-40.280977,-3.37792899999999,1178,SAV04,2004,CE,2,COGERH,São Vicente
-36.66064,-7.47397000000001,1179,SBI14,2004,PB,2,SUDEMA,Açude Serra Branca I (Serra Branca)
-36.68444,-7.48088100000001,1180,SBII15,2004,PB,2,SUDEMA,Açude Serra Branca II (Serra Branca)
-49.0636,-21.0506,1181,SDOM04500,2004,SP,1,CETESB,Ribeirão São Domingos
-46.467861,-20.3325,1182,SF001,2004,MG,1,IGAM,Rio São Francisco
-45.660056,-20.236667,1183,SF002,2004,MG,1,IGAM,Rio São Miguel
-45.715583,-20.171111,1184,SF003,2004,MG,1,IGAM,Rio São Francisco
-45.614,-20.160361,1185,SF004,2004,MG,1,IGAM,Rio Preto
-45.274722,-19.27975,1186,SF005,2004,MG,1,IGAM,Rio São Francisco
-45.105,-19.161917,1187,SF006,2004,MG,1,IGAM,Rio São Francisco
-45.427611,-19.157139,1188,SF007,2004,MG,1,IGAM,Ribeirão Marmelada
-45.475833,-18.719222,1189,SF009,2004,MG,1,IGAM,Ribeirão Sucuriú
-45.56475,-18.678,1190,SF011,2004,MG,1,IGAM,Rio Indaiá
-45.646528,-18.466111,1191,SF013,2004,MG,1,IGAM,Rio Borrachudo
-45.225444,-18.154278,1192,SF015,2004,MG,1,IGAM,Rio São Francisco
-45.462778,-18.109611,1193,SF017,2004,MG,1,IGAM,Rio Abaeté
-44.930056,-17.297222,1194,SF019,2004,MG,1,IGAM,Rio São Francisco
-44.716667,-17.083333,1195,SF021,2004,MG,1,IGAM,Rio Jequitaí
-44.915167,-16.859722,1196,SF023,2004,MG,1,IGAM,Rio São Francisco
-45.065417,-16.370722,1197,SF025,2004,MG,1,IGAM,Rio São Francisco
-44.867833,-15.948861,1198,SF027,2004,MG,1,IGAM,Rio São Francisco
-44.351111,-15.488611,1199,SF029,2004,MG,1,IGAM,Rio São Francisco
-44.090694,-15.100222,1200,SF031,2004,MG,1,IGAM,Rio São Francisco
-43.93,-14.75,1201,SF033,2004,MG,1,IGAM,Rio São Francisco
-37.22644,-7.23853000000003,1202,SF51,2004,PB,2,SUDEMA,Açude São Francisco (Teixeira)
-35.31167,-6.83582999999999,1203,SG03,2004,PB,2,SUDEMA,Açude São Gonçalo (Sousa)
-34.892527,-7.10792900000001,1204,SH01,2004,PB,1,SUDEMA,Rio Sanhauá
-51.194167,-29.776111,1205,SI036PO000,2004,RS,1,FEPAM,Informação não disponível
-51.137778,-29.756667,1206,SI044,2004,RS,1,FEPAM,Informação não disponível
-51.122778,-29.739167,1207,SI048LR000,2004,RS,1,FEPAM,Informação não disponível
-51.083333,-29.730556,1208,SI056,2004,RS,1,FEPAM,Informação não disponível
-50.847778,-29.684722,1209,SI096,2004,RS,1,FEPAM,Informação não disponível
-50.4675,-29.581389,1210,SI121RO040,2004,RS,1,FEPAM,Informação não disponível
-50.279444,-29.723889,1211,SI188,2004,RS,1,FEPAM,Informação não disponível
-38.59558,-7.63141999999999,1212,SI25,2004,PB,2,SUDEMA,Açude Santa Inês (Santa Inês)
-39.281882,-4.40766100000002,1213,SIN14,2004,CE,2,COGERH,Açude Sitios Novos
-50.5189,-20.5086,1214,SJDO02500,2004,SP,1,CETESB,Rio São José dos Dourados
-36.91806,-6.86806000000001,1215,SL44,2004,PB,2,SUDEMA,Açude Santa Luzia (Santa Luzia)
-55.16345,-15.571569,1216,SLO001,2004,MT,1,SEMA,Rio São Lourenço
-54.922164,-15.997844,1217,SLO129,2004,MT,1,SEMA,
-54.6725,-16.479581,1218,SLO253,2004,MT,1,SEMA,Rio Vermelho
-37.072,-6.93175000000002,1219,SM43,2004,PB,2,SUDEMA,Açude São Mamede (são Mamede)
-39.877782,-18.709172,1220,SMT1D020,2004,ES,1,IEMA,Rio São Mateus
-39.85417,-18.711676,1221,SMT1D025,2004,ES,1,IEMA,Rio São Mateus
-40.335556,-18.726393,1222,SMT2D005,2004,ES,1,IEMA,Rio São Mateus
-40.17695,-18.673338,1223,SMT2D010,2004,ES,1,IEMA,Rio São Mateus
-40.113343,-18.627224,1224,SMT2E015,2004,ES,1,IEMA,Rio São Mateus
-40.764208,-20.051842,1225,SMV1C001,2004,ES,1,IEMA,Rio Santa Maria da Vitória
-40.729682,-20.038109,1226,SMV1C003,2004,ES,1,IEMA,Rio Santa Maria da Vitória
-40.539951,-20.095594,1227,SMV1C007,2004,ES,1,IEMA,Rio Santa Maria da Vitória
-40.517763,-20.101252,1228,SMV1C015,2004,ES,1,IEMA,Rio Santa Maria da Vitória
-34.872612,-6.96511299999997,1229,SO01,2004,PB,1,SUDEMA,Rio Soé (Guia)
-36.36194,-7.06083000000001,1230,SO47,2004,PB,2,SUDEMA,Açude Soledade (Soledade)
-40.425899,-5.91861,1231,SOB01,2004,CE,2,COGERH,Informação não disponível
-40.428202,-5.91157700000002,1232,SOB02,2004,CE,2,COGERH,Informação não disponível
-40.426383,-5.91370699999999,1233,SOB03,2004,CE,2,COGERH,Informação não disponível
-40.36354,-3.64993399999997,1234,SOB04,2004,CE,2,COGERH,Sobral
-47.2956,-23.6072,1235,SOIT02100,2004,SP,2,CETESB,Reservatório Itupararanga
-47.3978,-23.6117,1236,SOIT02900,2004,SP,2,CETESB,Reservatório Itupararanga
-47.4439,-23.4783,1237,SORO02100,2004,SP,1,CETESB,Rio Sorocaba
-47.48,-23.4083,1238,SORO02200,2004,SP,1,CETESB,Rio Sorocaba
-47.7964,-23.1725,1239,SORO02700,2004,SP,1,CETESB,Rio Sorocaba
-47.8197,-23.0228,1240,SORO02900,2004,SP,1,CETESB,Rio Sorocaba
-37.08417,-7.69499999999999,1241,SP10,2004,PB,2,SUDEMA,Açude São Paulo (Prata)
-51.8908,-22.0236,1242,STAN02700,2004,SP,1,CETESB,Rio Santo Anastácio
-51.5767,-22.1506,1243,STAN04400,2004,SP,1,CETESB,Rio Santo Anastácio
-36.89639,-7.67361,1244,SU13,2004,PB,2,SUDEMA,Açude Sumé (Sumé)
-38.52311,-7.54996999999997,1245,SV23,2004,PB,2,SUDEMA,Açude Serra Vermelha (Conceição)
-51.730667,-29.929222,1246,TA004,2004,RS,1,FEPAM,Informação não disponível
-51.979861,-29.511639,1247,TA077,2004,RS,1,FEPAM,Informação não disponível
-51.851778,-29.226417,1248,TA133,2004,RS,1,FEPAM,Informação não disponível
-51.638056,-29.088556,1249,TA196,2004,RS,1,FEPAM,Informação não disponível
-51.395889,-29.057528,1250,TA265,2004,RS,1,FEPAM,Informação não disponível
-51.366806,-29.012556,1251,TA275,2004,RS,1,FEPAM,Informação não disponível
-50.429861,-28.800917,1252,TA451,2004,RS,1,FEPAM,Informação não disponível
-49.981917,-28.783583,1253,TA491,2004,RS,1,FEPAM,Informação não disponível
-46.290833,-23.571667,1254,TAIA02800,2004,SP,2,CETESB,Reservatório Taiaçupeba
-46.5442,-23.6106,1255,TAMT04500,2004,SP,1,CETESB,Rio Tamanduateí
-46.6322,-23.5267,1256,TAMT04900,2004,SP,1,CETESB,Rio Tamanduateí
-48.9172,-23.9742,1257,TAQR02400,2004,SP,1,CETESB,Rio Taquari
-47.3525,-22.66,1258,TATU04850,2004,SP,1,CETESB,Ribeirão Tatu
-45.078611,-23.445,1259,TAVE02950,2004,SP,1,CETESB,Rio Lagoa ou Tavares
-37.82581,-7.55838999999997,1260,TB54,2004,PB,2,SUDEMA,Açude Timbauba (Juru)
-49.9011,-22.0611,1261,TBIR03300,2004,SP,1,CETESB,Rio Tibiriçá
-39.514741,-3.972916,1262,TEJ02,2004,CE,2,COGERH,Tejuçuoca
-39.524359,-3.96996100000001,1263,TEJ03,2004,CE,2,COGERH,Tejuçuoca
-39.531591,-3.96686299999999,1264,TEJ04,2004,CE,2,COGERH,Tejuçuoca
-47.3664,-21.9533,1265,TELA02700,2004,SP,1,CETESB,Córrego Batistela
-47.3581,-21.9417,1266,TELA02900,2004,SP,1,CETESB,Córrego Batistela
-34.872697,-7.08584000000002,1267,TG01,2004,PB,1,SUDEMA,Tambiá Grande
-46.4597,-23.3772,1268,TGDE00900,2004,SP,2,CETESB,Reservatório de Tanque Grande
-48.3478,-22.6128,1269,TIBB02100,2004,SP,2,CETESB,Reservatório de Barra Bonita
-48.4467,-22.5442,1270,TIBB02700,2004,SP,2,CETESB,Reservatório de Barra Bonita
-48.2517,-22.6781,1271,TIBT02500,2004,SP,1,CETESB,Braço do Rio Tietê
-46.9114,-23.4575,1272,TIES04900,2004,SP,2,CETESB,Reservatório Edgard de Souza
-46.0158,-23.565,1273,TIET02050,2004,SP,1,CETESB,Rio Tietê
-46.1358,-23.5486,1274,TIET02090,2004,SP,1,CETESB,Rio Tietê
-47.3356,-23.2003,1275,TIET02350,2004,SP,1,CETESB,Rio Tietê
-47.6781,-23.0867,1276,TIET02400,2004,SP,1,CETESB,Rio Tietê
-47.8206,-22.9572,1277,TIET02450,2004,SP,1,CETESB,Rio Tietê
-48.546111,-22.507222,1278,TIET02500,2004,SP,1,CETESB,Rio Tietê
-48.994167,-21.758611,1279,TIET02600,2004,SP,1,CETESB,Rio Tietê
-49.795,-21.296944,1280,TIET02700,2004,SP,1,CETESB,Rio Tietê
-46.3369,-23.5031,1281,TIET03120,2004,SP,1,CETESB,Rio Tietê
-46.6661,-23.4767,1282,TIET04150,2004,SP,1,CETESB,Rio Tietê
-46.5592,-23.5253,1283,TIET04170,2004,SP,1,CETESB,Rio Tietê
-46.6311,-23.5217,1284,TIET04180,2004,SP,1,CETESB,Rio Tietê
-46.7464,-23.5197,1285,TIET04200,2004,SP,1,CETESB,Rio Tietê
-47.173333,-22.810833,1286,TIJU02900,2004,SP,1,CETESB,Ribeirão Tijuco Preto
-47.3975,-22.1964,1287,TINO03600,2004,SP,1,CETESB,Córrego Constantino
-46.9961,-23.3939,1288,TIPI04900,2004,SP,2,CETESB,Reservatório de Pirapora
-47.0306,-23.3856,1289,TIRG02900,2004,SP,2,CETESB,Reservatório de Rasgão
-50.4675,-21.0483,1290,TITR02100,2004,SP,2,CETESB,Reservatório de Três Irmãos
-51.1467,-20.6597,1291,TITR02800,2004,SP,2,CETESB,Reservatório de Três Irmãos
-45.368333,-23.819444,1292,TOCA02900,2004,SP,1,CETESB,Córrego das Tocas
-47.445,-22.737222,1293,TOLE03900,2004,SP,1,CETESB,Ribeirão dos Toledos
-37.48415,-6.24468999999999,1294,TP36,2004,PB,2,SUDEMA,Açude Tapera (Belém do Brejo do Cruz)
-36.018556,-6.19422200000002,1295,TRA01,2004,RN,2,IGARN,Açude Inharé
-36.032652,-6.22459099999998,1296,TRA02,2004,RN,2,IGARN,Açude Santa Cruz
-47.209444,-22.6575,1297,TREB02950,2004,SP,1,CETESB,Ribeirão Três Barras
-49.1036,-20.7417,1298,TURV02500,2004,SP,1,CETESB,Rio Turvo
-49.2669,-20.4178,1299,TURV02800,2004,SP,1,CETESB,Rio Turvo
-37.9122,-7.59338000000002,1300,TV56,2004,PB,2,SUDEMA,Açude Tavares (Tavares)
-46.417528,-15.616389,1301,UR001,2004,MG,1,IGAM,Rio Urucuia
-45.9025,-16.1325,1302,UR007,2004,MG,1,IGAM,Rio Urucuia
-45.985667,-16.57125,1303,UR009,2004,MG,1,IGAM,Ribeirão das Almas
-54.300958,-16.196314,1304,VEM015,2004,MT,1,SEMA,Rio Vermelho
-54.790964,-16.529733,1305,VEM111,2004,MT,1,SEMA,Rio Vermelho
-43.690833,-16.781667,1306,VG001,2004,MG,1,IGAM,Rio Verde Grande
-43.742861,-16.604694,1307,VG003,2004,MG,1,IGAM,Ribeirão dos Vieiras ou Rio dos Vieiras
-43.785,-16.211111,1308,VG004,2004,MG,1,IGAM,Rio Verde Grande
-43.674611,-15.3415,1309,VG005,2004,MG,1,IGAM,Rio Verde Grande
-43.3125,-15.772778,1310,VG007,2004,MG,1,IGAM,Rio Gorutuba
-43.325,-15.233333,1311,VG009,2004,MG,1,IGAM,Rio Gorutuba
-43.5,-14.922528,1312,VG011,2004,MG,1,IGAM,Rio Verde Grande
-36.35358,-6.42964000000001,1313,VG59,2004,PB,2,SUDEMA,Açude Várzea Grande (Picuí)
-50.3106,-21.3103,1314,XOTE02500,2004,SP,1,CETESB,Córrego do Baixote
-53.473025,-15.367975,1315,ZZMT10,2004,MT,1,SEMA,Rio das Mortes
-54.990306,-16.47675,1316,ZZMT36,2004,MT,1,SEMA,Rio São Lourenço
-56.333333,-16.5,1317,ZZMT40,2004,MT,1,SEMA,Rio Jangada
-36.53278,-7.38616999999999,1318,ZZPB02,2004,PB,2,SUDEMA,Açude Namorado (São João do Cariri)
-37.2193,-7.93837000000002,1319,ZZPB03,2004,PB,2,SUDEMA,Açude Pocinhos (Monteiro)
